index,cluster,num_cars_min,num_cars_max,num_cars_mean,num_cars_median,num_cars_min_woo,num_cars_max_woo,num_cars_mean_woo,num_cars_median_woo,int_min,int_max,int_mean,int_median,ocu_min,ocu_max,ocu_mean,ocu_median,car_min,car_max,car_mean,car_median,int_woo_min,int_woo_max,int_woo_mean,int_woo_median,ocu_woo_min,ocu_woo_max,ocu_woo_mean,ocu_woo_median,car_woo_min,car_woo_max,car_woo_mean,car_woo_median,dia_semana,dia_mes,festivo,fecha,eve_3h,eve_3h_g,eve_2h,eve_2h_g,eve_1h,eve_1h_g,vmax,vv,dv,dmax,ta,tamin,tamax,prec,gran_evento
0,1,0,11,4,2,1,8,4,2,0,1400,392.44444444444446,240,0,100,8.911111111111111,5,0,100,26.288888888888888,24,20,1020,350.27027027027026,240,1,22,7.228571428571429,6,7,47,25.153846153846153,24,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
1,2,0,3,2,3,999999,999999,999999,999999,0,780,217.75862068965517,200,0,4,0.5517241379310345,0,0,19,6.758620689655173,6,40,480,206.45833333333334,210,1,2,1.2857142857142858,1,3,16,6.695652173913044,6,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
2,3,0,4,1,0,1,3,2,2,0,420,144.48979591836735,120,0,45,2.3877551020408165,1,1,33,15.183673469387756,15,20,320,135.609756097561,120,1,5,1.6428571428571428,1,3,25,14.976190476190476,15,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
3,4,1,5,2,1,999999,999999,999999,999999,0,2280,445,96,0,72,4.413793103448276,1,0,73,17.79310344827586,10,40,1140,380.23809523809524,198,1,7,2.6,2,1,45,17.90909090909091,17.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
4,5,3,6,5,5,4,5,5,5,0,853,175.42857142857142,142,0,33,1.5873015873015872,1,0,50,7.73015873015873,6,42,474,162.26923076923077,155.5,1,3,1.3783783783783783,1,2,18,7.211538461538462,6,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
5,6,1,11,6,6,2,10,7,10,0,499,175.38095238095238,140,0,45,2.380952380952381,1,1,52,12.126984126984127,11,40,400,170.0952380952381,140,1,4,1.626865671641791,1,3,24,11.241071428571429,11,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
6,7,2,16,5,3,3,5,4,3,0,1140,348.22727272727275,260,0,58,5.651515151515151,3,0,60,18.53030303030303,17.5,36,940,314.64912280701753,260,1,22,3.767857142857143,3,7,36,17.87719298245614,18,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
7,8,0,1,0,0,999999,999999,999999,999999,0,2220,418.2857142857143,220,0,16,1.0952380952380953,1,0,64,13.485714285714286,10,20,1560,356.7741935483871,220,1,2,1.326086956521739,1,3,35,12.279569892473118,10,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
8,9,0,12,3,3,3,5,4,3,0,3480,677.5377358490566,420,0,63,5.10377358490566,2,0,70,21.57547169811321,14.5,40,2340,552.4886363636364,420,1,33,3.810810810810811,3,5,53,21.03370786516854,15,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
9,10,0,4,2,2,1,2,2,2,0,1640,298.5402298850575,180,0,20,2.5402298850574714,2,0,52,14.758620689655173,11,20,1100,252.97333333333333,180,1,8,2.8545454545454545,3,1,34,14,11,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
10,11,0,8,3,1,1,6,4,4,0,1740,301.1404958677686,180,0,100,3.0082644628099175,2,0,100,16.636363636363637,17,40,999,255.49532710280374,180,1,6,2.2777777777777777,2,4,29,15.80188679245283,17,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
11,12,0,7,2,2,1,2,2,2,0,1260,194,100,0,4,0.44,0,1,30,6.76,4,40,360,158.53658536585365,120,1,1,1,1,3,18,6.368421052631579,4,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
12,13,0,1,0,0,999999,999999,999999,999999,0,339,106.26666666666667,65,0,15,2.8333333333333335,1,0,28,9.5,7,27,225,103.38095238095238,85,1,7,2.8947368421052633,2,3,25,9.761904761904763,9,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
13,14,2,10,5,4,3,8,5,4,0,880,275.2173913043478,190,0,35,5.021739130434782,2,1,48,18.41304347826087,17.5,60,660,271.35135135135135,200,1,21,4.451612903225806,3,4,37,17.775,17.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
14,15,0,0,0,0,999999,999999,999999,999999,0,540,78.23008849557522,51,0,66,5.68141592920354,0,0,69,9.672566371681416,4,5,257,72.46913580246914,51,1,34,6.08,5,1,45,9.074074074074074,6,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
15,16,0,5,2,1,1,1,1,1,0,762,159.32,58,0,84,7.68,2,0,84,13.76,8.5,10,551,151.37142857142857,85,1,35,6.709677419354839,4,1,37,14.083333333333334,10.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
16,17,0,1,0,0,999999,999999,999999,999999,20,3000,543.4666666666667,240,0,94,3.2666666666666666,1,1,54,17.56,13,60,2220,538.5454545454545,320,1,5,2.4166666666666665,2,5,44,16.015151515151516,13,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
17,18,2,5,3,3,3,4,4,4,0,758,166.45977011494253,114,0,48,5.379310344827586,1,0,52,11.344827586206897,7,38,379,156.52857142857144,114,1,33,4.065573770491803,1,1,38,10.164383561643836,8,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
18,19,1,7,3,2,2,2,2,2,0,620,182.26415094339623,120,0,32,2.490566037735849,1,0,30,11.20754716981132,9,20,460,178.66666666666666,140,1,5,2.064516129032258,2,1,24,11.311111111111112,9,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
19,20,0,0,0,0,999999,999999,999999,999999,0,260,149.16666666666666,180,0,34,4.75,2,5,24,13.5,13,40,220,131.25,130,2,13,4.2727272727272725,2,8,21,13.578947368421053,13,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
20,21,1,3,2,2,2,2,2,2,0,1740,596.969696969697,480,0,17,4,3,0,62,23.09090909090909,16,120,1380,559.3103448275862,480,1,10,3.4827586206896552,3,5,57,21.93103448275862,16,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
21,22,0,0,0,0,999999,999999,999999,999999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
22,23,0,0,0,0,999999,999999,999999,999999,0,1300,270.71604938271605,135,0,42,3.2098765432098766,2,0,39,10.851851851851851,11,20,1060,241.63636363636363,159,1,8,2.7735849056603774,2,3,21,11.029850746268657,11,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
23,24,0,2,1,0,999999,999999,999999,999999,60,1380,522.6666666666666,240,0,5,1.5333333333333334,1,6,37,16.133333333333333,14,80,1320,492.3076923076923,240,1,2,1.4444444444444444,1,7,33,16.083333333333332,14.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
24,25,0,4,2,1,1,3,2,1,0,2520,562.2888888888889,339,0,34,4.444444444444445,3,0,53,18.377777777777776,16,24,2220,462.64102564102564,339,1,13,3.5294117647058822,3,3,43,17.487179487179485,16,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
25,26,4,12,7,6,5,10,7,6,240,2160,1275,1140,0,5,2.8333333333333335,3,10,42,29.916666666666668,29.5,540,2100,1193.3333333333333,900,1,4,2.9,3,16,41,29.444444444444443,28,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
26,27,0,5,1,1,1,3,2,2,60,2580,941.8181818181819,720,0,18,3.878787878787879,3,3,87,32.92424242424242,30,240,2100,940.3636363636364,720,2,9,4.173913043478261,4,10,67,31.982758620689655,30,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
27,28,1,13,6,5,3,8,6,7,0,1800,299.9550561797753,211,0,87,5.685393258426966,2,0,89,16.921348314606742,13,22,855,266.4415584415584,212,1,19,3.7333333333333334,3,1,39,15.039473684210526,13,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
28,29,0,5,2,1,1,2,1,1,20,2220,914.65,810,0,92,8.3,5,2,64,32.05,29,220,1999,923.4423076923077,880,2,20,6.574074074074074,5,14,52,32.092592592592595,29,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
29,30,0,1,0,0,999999,999999,999999,999999,0,154,34.75,35,0,4,0.5,0,0,10,2.3,1,24,96,49.18181818181818,42,1,1,1,1,1,6,3.272727272727273,4,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
30,31,0,4,2,1,1,1,1,1,20,1500,276.8888888888889,140,0,61,4.533333333333333,0,1,74,13.88888888888889,10,60,740,210.76923076923077,140,1,8,2.1578947368421053,1,3,36,12.714285714285714,10,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
31,32,0,1,0,0,999999,999999,999999,999999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
32,33,2,7,4,3,3,3,3,3,0,556,116.97619047619048,90,0,64,4.857142857142857,1,0,70,10.547619047619047,6,6,254,103.9375,93,1,7,3.0416666666666665,2,1,21,8.794117647058824,6,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
33,34,0,11,4,3,1,6,3,3,0,1340,264,150,0,23,2.58,2,1,31,13.46,12,40,1080,227.61904761904762,160,1,5,2.051282051282051,2,5,28,13.418604651162791,12,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
34,35,0,2,1,1,1,1,1,1,0,520,186.51685393258427,180,0,23,1.5393258426966292,0,1,22,10.820224719101123,11,40,380,200.56338028169014,200,1,11,1.4594594594594594,1,3,18,11.095890410958905,11,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
35,37,5,12,7,5,999999,999999,999999,999999,0,540,149.05982905982907,120,0,35,1.606837606837607,1,0,25,8.487179487179487,7,20,340,140.38095238095238,120,1,3,1.3661971830985915,1,2,19,8.114285714285714,7,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
36,38,0,10,4,4,1,9,4,4,0,2880,612.85,450,0,48,5.566666666666666,3,0,60,23.15,18,20,1740,552.0555555555555,450,1,15,4.392156862745098,3,4,55,22.5,18,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
37,39,0,1,0,0,999999,999999,999999,999999,0,1560,501.3333333333333,360,0,4,1.5333333333333334,1,0,37,16.177777777777777,15,120,1260,493.3333333333333,410,1,3,1.7096774193548387,2,4,30,15.923076923076923,15,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
38,40,0,8,3,2,2,5,3,2,0,2820,639.5833333333334,390,0,28,3.4375,2,0,59,22.8125,23,60,2100,534.4578313253012,380,1,14,2.9367088607594938,2,2,45,22.297619047619047,23,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
39,41,0,0,0,0,999999,999999,999999,999999,60,2040,937.1428571428571,960,0,7,1.7142857142857142,1,3,64,24,20,420,1680,903.5294117647059,960,1,4,1.6,1,10,35,22.058823529411764,20,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
40,42,0,2,1,1,1,1,1,1,0,1880,376.0774193548387,240,0,77,4.012903225806451,2,0,35,11.741935483870968,11,60,1120,339.5036496350365,240,1,10,2.7016129032258065,2,3,26,11.474452554744525,11,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
41,43,2,10,6,6,6,7,7,7,0,600,222.16867469879517,240,0,18,1.5421686746987953,1,0,26,9.734939759036145,9,40,440,225.14285714285714,240,1,2,1.3265306122448979,1,2,18,9.746478873239436,9,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
42,44,1,15,6,2,2,12,8,9,0,380,117.03703703703704,100,0,8,0.7037037037037037,0,2,23,12.333333333333334,12,20,340,105.21739130434783,100,1,1,1,1,3,18,12.181818181818182,12,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
43,45,1,5,3,2,2,2,2,2,0,760,226.05263157894737,160,0,69,8.035087719298245,2,0,71,17.50877192982456,12,40,560,217.7,170,1,38,5.108695652173913,3,3,48,15.3,12,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
44,46,0,2,1,1,1,1,1,1,20,680,255.88636363636363,200,0,42,4.886363636363637,2,2,41,19,16,60,580,256.93939393939394,200,1,14,3.27027027027027,2,11,32,18.763157894736842,16,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
45,47,0,3,2,2,2,2,2,2,20,1160,512,440,0,4,1.4,1,8,36,19.4,21,80,1060,500,440,1,3,1.8888888888888888,2,9,27,19.916666666666668,21,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
46,48,0,2,1,0,1,1,1,1,0,660,195.65217391304347,180,0,100,10.434782608695652,2,0,100,17.608695652173914,10,60,420,184,180,1,40,6.533333333333333,2,2,42,14.222222222222221,10,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
47,49,2,6,4,4,3,5,4,4,0,400,126.25,90,0,14,1.75,1,3,43,16.0625,13,40,320,120,100,1,5,2.0357142857142856,1.5,6,34,15.214285714285714,13,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
48,50,0,13,4,2,1,9,4,2,0,1020,213.89473684210526,180,0,100,3.873684210526316,2,0,100,12.842105263157896,11,20,540,220.8,180,1,8,2.838709677419355,3,2,28,12.779220779220779,11,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
49,51,0,5,2,2,2,2,2,2,80,360,186.66666666666666,160,0,53,11.871794871794872,2,6,43,20.307692307692307,17,100,300,184,160,1,47,11.3125,2,9,36,19.82857142857143,17,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
50,52,0,3,1,1,1,2,1,1,0,2760,502.7027027027027,180,0,4,1.7027027027027026,2,0,48,13.837837837837839,8,60,2040,431.61290322580646,180,1,2,1.4375,1,1,42,13.580645161290322,9,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
51,53,4,6,5,6,999999,999999,999999,999999,38,478,234.88888888888889,189,0,76,12.296296296296296,3,5,78,26.85185185185185,17,152,445,252.26315789473685,189,1,71,7.956521739130435,3,8,73,25.272727272727273,20,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
52,55,1,7,4,5,3,5,4,5,20,1920,817.271186440678,780,0,23,5.677966101694915,4,7,48,28.406779661016948,27,80,1460,827.2884615384615,780,2,16,5.0212765957446805,5,12,45,28.115384615384617,27,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
53,56,0,4,2,2,1,3,2,2,20,680,316.55384615384617,340,0,50,4.907692307692308,2,2,30,16.692307692307693,16,80,520,347,350,1,31,3.5,2,8,27,16.563636363636363,16,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
54,57,0,4,1,0,999999,999999,999999,999999,600,780,700,720,1,2,1.6666666666666667,2,15,19,17,17,720,720,720,720,999999,999999,999999,999999,17,17,17,17,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
55,58,2,7,4,4,4,4,4,4,0,742,139.94736842105263,102,0,37,3.245614035087719,1,0,41,10.192982456140351,6,12,405,131.47826086956522,135,1,11,2.5454545454545454,2,2,30,9.622222222222222,6,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
56,59,0,18,6,2,2,13,9,10,20,499,217.75925925925927,200,0,30,2.5925925925925926,1,5,34,14.75925925925926,14,60,400,214.16666666666666,200,1,8,1.5952380952380953,1,7,25,14.458333333333334,14,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
57,60,0,7,2,1,1,5,2,2,0,720,198.84615384615384,180,0,7,1.4461538461538461,1,0,32,8.169230769230769,6,60,420,192.9245283018868,180,1,3,1.744186046511628,1,2,19,8.018867924528301,6,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
58,61,4,8,6,7,7,7,7,7,0,2580,290.42424242424244,90,0,16,1.5454545454545454,0,0,41,9.06060606060606,5.5,21,1380,215.82608695652175,115.5,1,4,2.1363636363636362,2,2,31,9.382978723404255,7,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
59,62,2,11,6,5,4,10,6,5,0,1620,338.34567901234567,300,0,98,5.518518518518518,3,0,98,23.59259259259259,23,60,720,312.1470588235294,300,1,9,3.923076923076923,3,2,50,22.869565217391305,23,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
60,63,0,8,3,2,1,5,3,2,20,1520,742.3333333333334,860,1,99,14.235294117647058,12,17,66,38.666666666666664,38,80,1220,779.5116279069767,880,3,35,11.681818181818182,11.5,21,55,38.44444444444444,38,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
61,64,4,12,7,6,6,6,6,6,0,1407,279.7956989247312,160,0,25,1.956989247311828,1,0,30,8.548387096774194,6,17,949,243.20253164556962,164,1,4,1.9433962264150944,2,1,22,8.050632911392405,7,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
62,65,0,2,1,1,1,1,1,1,0,620,187.8125,123.5,0,7,0.90625,0,0,25,7.859375,7,9,460,188.32692307692307,150,1,3,1.9,2,1,18,7.711538461538462,7,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
63,66,0,0,0,0,999999,999999,999999,999999,0,240,85.88235294117646,80,0,3,0.7941176470588235,0.5,3,26,14.411764705882353,15,40,160,90.76923076923077,80,1,2,1.2857142857142858,1,6,23,14.366666666666667,15,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
64,67,2,2,2,2,999999,999999,999999,999999,0,900,161.53846153846155,120,0,98,6.892307692307693,2,0,98,12.123076923076923,8,60,420,165.71428571428572,120,1,42,4.388888888888889,2,2,42,10.73913043478261,9,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
65,68,0,3,2,1,1,2,1,1,0,999,214.11111111111111,160,0,80,7.26984126984127,1,0,54,18.49206349206349,14,40,580,203.19811320754718,170,1,41,4.877777777777778,2,6,41,17.81081081081081,14,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
66,69,0,0,0,0,999999,999999,999999,999999,0,480,64.76136363636364,26,0,72,2.0568181818181817,0,0,76,4.125,0.5,5,265,78.78,55,1,2,1.1153846153846154,1,1,16,4.256410256410256,3,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
67,70,1,2,1,1,999999,999999,999999,999999,0,180,73.33333333333333,60,0,44,22.555555555555557,27,9,35,22,24,20,140,68.57142857142857,60,1,33,22.714285714285715,27,13,29,22,24,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
68,71,0,4,3,3,2,2,2,2,140,1620,701.2121212121212,640,1,38,6.03030303030303,2,12,39,21.545454545454547,21,240,1360,679.3103448275862,640,2,35,4.615384615384615,2.5,14,35,21.285714285714285,21,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
69,72,0,1,0,0,999999,999999,999999,999999,0,200,61.702127659574465,40,0,56,2.4680851063829787,0,0,100,9.340425531914894,5,20,120,54.705882352941174,40,1,1,1,1,2,12,5.487804878048781,5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
70,73,0,3,2,2,2,2,2,2,0,889,116.38333333333334,37,0,62,4.05,1,0,64,7.1,5,4,466,106.95744680851064,65,1,16,4.027777777777778,2.5,1,19,7.088888888888889,6,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
71,74,3,5,4,5,999999,999999,999999,999999,0,440,138.08695652173913,120,0,33,1.8434782608695652,1,0,23,8.895652173913044,8,40,300,145.11627906976744,120,1,6,1.5740740740740742,1,2,18,8.595959595959595,8,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
72,75,1,8,5,6,6,6,6,6,0,580,186.89795918367346,80,0,41,3.6122448979591835,2,1,33,15.204081632653061,14,20,480,176.27906976744185,80,1,5,2.125,2,6,27,14.78048780487805,14,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
73,76,0,0,0,0,999999,999999,999999,999999,0,3420,910.7692307692307,480,0,5,2.076923076923077,1,0,55,24.564102564102566,22,60,2760,824.5714285714286,480,1,4,2.3461538461538463,2.5,2,50,24.257142857142856,22,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
74,77,0,12,6,6,1,11,7,10,0,1400,306.59090909090907,250,0,71,4.920454545454546,1,1,51,15.943181818181818,13,40,900,272.56410256410254,250,1,20,3.457627118644068,2,2,41,14.923076923076923,13,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
75,78,0,3,1,0,999999,999999,999999,999999,0,320,116.29629629629629,100,0,11,2.5925925925925926,1,0,21,13,13,40,220,112,110,1,8,2.227272727272727,1,8,17,13.1,12.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
76,79,0,6,2,1,1,3,2,2,0,3360,817.2222222222222,480,0,100,5.157407407407407,3,3,100,27.50925925925926,27.5,80,2340,807.3563218390805,540,1,8,3.4683544303797467,3,6,53,26.357894736842105,28,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
77,80,0,4,2,1,1,3,2,1,0,635,166.14634146341464,127,0,11,2.2195121951219514,1,0,31,9.536585365853659,7,42,360,187.71428571428572,157.5,1,6,2.5416666666666665,2,2,26,10.821428571428571,10,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
78,81,0,5,2,2,3,3,3,3,0,1260,280.4761904761905,180,0,42,4.015873015873016,1,0,45,11.968253968253968,9,60,860,245.0943396226415,180,1,21,2.840909090909091,2,3,27,11.166666666666666,9.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
79,82,3,8,5,4,4,4,4,4,0,300,118.0952380952381,100,0,60,17.61904761904762,10,0,32,13.142857142857142,10,40,180,110.66666666666667,100,1,41,20.363636363636363,25,3,29,12.411764705882353,10,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
80,83,3,5,4,4,4,4,4,4,0,280,105.0909090909091,100,0,46,2.1454545454545455,1,0,21,10.254545454545454,10,40,200,110.9090909090909,100,1,5,1.8518518518518519,1,5,16,10.565217391304348,10,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
81,84,2,4,3,4,999999,999999,999999,999999,0,480,156.92307692307693,120,0,3,1.1923076923076923,1,0,20,7.576923076923077,7.5,60,300,151.57894736842104,120,1,2,1.4615384615384615,1,2,15,7.95,8,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
82,85,0,0,0,0,999999,999999,999999,999999,0,855,184.26984126984127,135,0,66,3.3968253968253967,1,0,30,9.206349206349206,9,12,466,172.9433962264151,135,1,6,2.625,2,1,21,8.943396226415095,9,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
83,86,0,2,1,0,999999,999999,999999,999999,0,432,99.68553459119497,96,0,31,1.6981132075471699,0,0,51,5.849056603773585,4,10,288,110.80341880341881,103,1,8,1.828125,1,1,15,6.245614035087719,6,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
