index,cluster,num_cars_min,num_cars_max,num_cars_mean,num_cars_median,num_cars_min_woo,num_cars_max_woo,num_cars_mean_woo,num_cars_median_woo,int_min,int_max,int_mean,int_median,ocu_min,ocu_max,ocu_mean,ocu_median,car_min,car_max,car_mean,car_median,int_woo_min,int_woo_max,int_woo_mean,int_woo_median,ocu_woo_min,ocu_woo_max,ocu_woo_mean,ocu_woo_median,car_woo_min,car_woo_max,car_woo_mean,car_woo_median,dia_semana,dia_mes,festivo,fecha,eve_3h,eve_3h_g,eve_2h,eve_2h_g,eve_1h,eve_1h_g,vmax,vv,dv,dmax,ta,tamin,tamax,prec,gran_evento
168,173,1,2,1,1,999999,999999,999999,999999,0,3420,485.23809523809524,180,0,8,2.2142857142857144,2,0,61,14.261904761904763,9,20,1920,344,190,1,5,2.2333333333333334,2,2,48,13.070422535211268,9,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
169,174,1,5,3,2,2,2,2,2,40,260,146.66666666666666,140,0,3,1,1,6,15,9.916666666666666,9,100,200,146,140,1,1,1,1,8,13,9.625,9,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
170,175,0,6,4,4,3,5,4,4,0,620,238.5977011494253,260,0,65,5.482758620689655,2,1,46,21.39080459770115,19,40,440,241.7391304347826,260,1,28,3.6,3,8,38,21.12987012987013,19,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
171,176,0,4,2,2,1,3,2,2,40,1140,507.35087719298247,480,0,20,4.771929824561403,4,3,54,26.859649122807017,27,120,960,509.18,480,1,9,4.372549019607843,4,12,41,26.7,27,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
172,177,0,9,3,2,1,5,4,4,40,1860,533.952380952381,360,0,24,2.9365079365079363,2,8,44,22.841269841269842,22,120,1260,507.9056603773585,360,1,6,2.7083333333333335,2,11,37,22.87037037037037,22.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
173,178,0,0,0,0,999999,999999,999999,999999,0,554,150.13888888888889,135,0,5,0.8333333333333334,0,0,19,6.111111111111111,5,45,435,145.86666666666667,135,1,2,1.3636363636363635,1,2,13,5.451612903225806,5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
174,179,0,0,0,0,999999,999999,999999,999999,0,480,164.1969696969697,127.5,0,18,2.9545454545454546,2.5,0,36,13.303030303030303,12,16,360,156.9245283018868,135,1,8,2.7547169811320753,3,3,30,13.581818181818182,12,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
175,180,2,3,2,2,999999,999999,999999,999999,60,1380,437.25925925925924,380,0,30,3.3703703703703702,1,2,26,10.851851851851851,11,100,1069,403.90909090909093,390,1,7,2.75,2,4,24,10.952380952380953,11,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
176,181,1,3,2,1,999999,999999,999999,999999,0,1980,744,840,0,7,3.2,3,0,40,18.533333333333335,19,60,1860,765,900,1,6,3.090909090909091,3,5,37,19.833333333333332,19,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
177,182,2,10,6,6,6,6,6,6,20,900,250,120,0,2,0.4166666666666667,0,0,12,4.25,2.5,60,700,228.88888888888889,140,1,1,1,1,1,10,3.9,2.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
178,183,2,6,5,6,5,5,5,5,0,960,295.38461538461536,300,0,34,3.753846153846154,3,0,44,12.046153846153846,11,60,600,307.2,300,1,6,2.784313725490196,3,3,26,12.461538461538462,12,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
179,184,0,2,1,0,999999,999999,999999,999999,0,820,261.3943661971831,140,0,48,4.23943661971831,3,2,48,22.464788732394368,23,40,660,244.31666666666666,150,1,10,2.896551724137931,3,6,41,22.83606557377049,24,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
180,185,0,5,2,2,3,3,3,3,80,1680,571.7777777777778,400,0,8,3.111111111111111,3,11,59,29.37037037037037,25,180,1200,547.1818181818181,400,2,5,3.5,3,18,52,29.181818181818183,26.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
181,186,0,4,1,1,1,2,1,1,0,1620,431.3125,186,0,30,2.8958333333333335,2,0,43,15.875,13,60,1260,398.475,192,1,5,2.6470588235294117,2,3,34,15.214285714285714,13,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
182,187,0,5,3,3,3,3,3,3,0,1188,203.80769230769232,105.5,0,39,2.576923076923077,1,0,44,10.487179487179487,7.5,42,720,209.5344827586207,154,1,7,2.574468085106383,2,2,29,11.379310344827585,10,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
183,188,0,1,0,0,999999,999999,999999,999999,0,920,292.32710280373834,200,0,76,2.8878504672897196,1,0,37,12.710280373831775,12,40,680,265.3222222222222,200,1,8,2.1973684210526314,2,3,27,12.5,12.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
184,189,2,12,6,5,4,6,5,5,0,405,125.47058823529412,90,0,5,0.7843137254901961,0,0,14,4.901960784313726,4,14,309,117,94,1,2,1.3181818181818181,1,1,12,4.976190476190476,4,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
185,190,1,14,6,4,2,10,5,4,0,2760,801.1969696969697,710,0,25,7.954545454545454,5,0,77,34.60606060606061,35.5,80,1720,792.709090909091,760,2,21,7.379310344827586,5,10,62,34.60344827586207,35.5,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
186,191,0,4,1,0,999999,999999,999999,999999,60,440,258.0952380952381,240,0,7,2.2857142857142856,2,7,29,18.428571428571427,15,100,400,260,240,1,5,2.1875,2,11,28,18.352941176470587,15,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
187,192,0,0,0,0,999999,999999,999999,999999,0,1380,224.6060606060606,60,0,28,3.1818181818181817,0,0,32,8.545454545454545,4,12,900,204.8695652173913,89,1,23,3.5,2,1,25,9.478260869565217,8,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
188,193,1,3,2,3,999999,999999,999999,999999,0,2580,436.49122807017545,140,0,9,1.368421052631579,1,0,48,12.807017543859649,10,20,2100,364.48979591836735,160,1,4,2.12,1,2,33,11.98,10,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
189,194,0,4,2,2,2,2,2,2,0,740,229.5375,200,0,18,2.025,1,0,25,12.35,13,20,580,220.88732394366198,200,1,7,1.96,2,3,21,12.132352941176471,13,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
190,195,1,3,2,1,999999,999999,999999,999999,0,840,189.66666666666666,140,0,39,2.696969696969697,1,2,32,12.484848484848484,10,40,460,180,180,1,6,2.3333333333333335,2,4,25,11.96551724137931,10,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
191,196,0,5,2,2,2,2,2,2,0,566,162.36363636363637,152,0,4,0.8484848484848485,1,0,21,6.363636363636363,6,51,417,206.14285714285714,189,1,3,1.3333333333333333,1,3,14,8.285714285714286,8,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
192,197,1,4,2,2,2,2,2,2,0,1200,370.55555555555554,160,0,55,2.638888888888889,1,0,57,13.027777777777779,11,20,1080,343.125,160,1,3,1.75,2,3,33,11.8125,11,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
193,198,0,1,1,1,999999,999999,999999,999999,0,1020,294.54545454545456,130,0,25,3.8636363636363638,2,0,71,16.863636363636363,9.5,60,780,268.2352941176471,140,1,7,3.4545454545454546,3,2,36,13.470588235294118,10,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
194,199,1,4,2,2,2,2,2,2,0,980,288,240,0,44,5.061538461538461,2,0,56,16.523076923076925,14,40,720,271.7857142857143,240,1,16,3.8846153846153846,2.5,5,34,15.508771929824562,14,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
195,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,160,86.66666666666667,80,0,3,0.8666666666666667,1,1,14,6.666666666666667,7,40,120,80,80,1,2,1.25,1,2,12,6.538461538461538,7,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
196,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,450,112.24074074074075,90,0,63,7.074074074074074,1,0,69,12.194444444444445,7,28,270,112.6067415730337,90,1,35,6.484848484848484,4,2,41,10.522222222222222,8,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
197,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,300,87.5,70,0,56,4.916666666666667,1,2,100,19.791666666666668,15,40,180,85.33333333333333,80,1,13,3,1,5,30,15.85,15,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
198,149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,840,395,370,0,32,5.027777777777778,2,10,34,19.27777777777778,19,160,760,401.93548387096774,380,2,25,4.869565217391305,3,13,28,19.29032258064516,19,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
199,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,27,0,"2019-10-27 00:00:00",0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
0,1,0,17,4,2,1,11,4,2,0,1080,385.77777777777777,300,0,88,13.688888888888888,7,0,91,30.177777777777777,26,20,860,380,310,1,63,10.86111111111111,7,7,69,28.615384615384617,26,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
1,2,1,4,2,1,999999,999999,999999,999999,0,840,205.4,123.5,0,3,0.5333333333333333,0,1,15,6.333333333333333,5.5,40,600,173.92307692307693,123.5,1,1,1,1,2,13,6.782608695652174,6,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
2,3,0,3,1,1,2,2,2,2,0,520,143.39622641509433,120,0,15,1.150943396226415,1,0,28,11.962264150943396,13,40,340,152.6315789473684,160,1,2,1.3043478260869565,1,2,23,12,13,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
3,4,0,3,1,0,999999,999999,999999,999999,0,1260,408,96,0,100,6,1,0,100,18.551724137931036,20,48,1200,490.10526315789474,360,1,17,3.5384615384615383,2,2,37,19.3,24.5,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
4,5,3,8,5,4,4,4,4,4,0,396,119.06349206349206,85,0,8,0.9523809523809523,1,0,26,5.619047619047619,4,42,339,119.32,90,1,2,1.1666666666666667,1,1,16,5.3,4,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
5,6,0,13,7,7,2,11,7,7,0,720,158.8235294117647,130,0,39,2.1176470588235294,1,0,46,11.308823529411764,10,20,360,151.5966386554622,140,1,5,1.7903225806451613,1,4,29,10.89655172413793,10,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
6,7,2,7,4,3,3,5,4,4,0,1160,350.95454545454544,256,0,43,5.378787878787879,3,0,48,18.939393939393938,18,36,900,325.91379310344826,256,1,14,3.9454545454545453,3,4,36,18.982142857142858,18,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
7,8,0,0,0,0,999999,999999,999999,999999,0,2340,413.6442307692308,200,0,8,0.9230769230769231,0,0,74,13.913461538461538,10,60,1320,323.76666666666665,200,1,2,1.3611111111111112,1,5,35,12.539325842696629,10,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
8,9,0,10,4,3,1,7,4,4,0,4080,669.1214953271028,400,0,83,4.4766355140186915,1,0,83,20.093457943925234,15,20,2220,527.2688172043011,400,1,33,3.393939393939394,2,2,53,18.431578947368422,15,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
9,10,0,6,2,1,1,5,3,3,0,1480,282.9651162790698,180,0,24,2.546511627906977,2,0,46,13.895348837209303,10,20,1080,242.63513513513513,180,1,7,2.6545454545454548,2,1,32,13.226666666666667,10,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
10,11,0,14,3,1,1,6,3,2,0,1520,270.8,180,0,9,1.6833333333333333,1,0,47,14.758333333333333,15,40,920,234.5242718446602,180,1,4,1.7303370786516854,2,3,28,14.825242718446601,15,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
11,12,0,1,1,1,999999,999999,999999,999999,0,1260,187.9245283018868,120,0,4,0.41509433962264153,0,0,30,6.037735849056604,3,20,360,147.27272727272728,140,1,2,1.7142857142857142,2,1,22,5.042553191489362,3,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
12,13,0,2,1,1,1,1,1,1,0,315,80.53333333333333,43.5,0,56,3.933333333333333,1,0,57,8.966666666666667,5.5,15,212,75.20833333333333,45,1,8,2.933333333333333,2,1,24,7.708333333333333,6,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
13,14,0,4,1,1,1,2,2,2,0,820,232.89583333333334,170,0,61,5.083333333333333,1,1,44,13.854166666666666,10.5,20,600,212.35714285714286,170,1,27,3.185185185185185,2,3,28,12.926829268292684,11,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
14,15,0,1,1,1,999999,999999,999999,999999,0,360,72.43243243243244,51,0,71,6.063063063063063,1,0,72,9.81081081081081,4,5,206,81.34210526315789,51,1,39,6.480769230769231,5,1,42,9.597402597402597,7,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
15,16,0,4,2,2,2,2,2,2,0,840,157.36,80,0,80,5.7,1.5,0,81,11.54,9,35,400,148.72727272727272,90,1,19,4.275862068965517,3,3,31,11.305555555555555,10.5,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
16,17,0,1,0,0,999999,999999,999999,999999,0,3060,508.96153846153845,270,0,17,2.1025641025641026,1,0,66,16.705128205128204,14,40,2160,424.5571428571429,270,1,6,1.9672131147540983,2,6,38,15.63768115942029,14,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
17,18,1,10,4,3,2,3,3,3,0,834,156.20689655172413,152,0,48,3.954022988505747,1,0,52,9.862068965517242,7,38,360,157.01492537313433,152,1,16,3.8679245283018866,2,2,29,10.029411764705882,7,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
18,19,0,2,1,1,1,1,1,1,0,640,189.62962962962962,120,0,23,1.7222222222222223,1,0,31,9.944444444444445,7.5,20,520,188.44444444444446,120,1,3,1.9310344827586208,2,1,22,9.934782608695652,8,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
19,20,0,0,0,0,999999,999999,999999,999999,0,320,140,130,0,44,3.75,1.5,3,23,12.375,13,20,240,125.55555555555556,120,1,5,2,2,7,20,12.631578947368421,13,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
20,21,0,1,0,0,999999,999999,999999,999999,0,1680,653.3333333333334,660,0,41,5.818181818181818,4,0,67,25.272727272727273,21,260,1140,667.4074074074074,660,2,18,4.8076923076923075,4,7,54,24.344827586206897,21,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
21,22,0,0,0,0,999999,999999,999999,999999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
22,23,0,0,0,0,999999,999999,999999,999999,0,1140,240.97530864197532,120,0,36,1.962962962962963,1,0,45,9.728395061728396,7,20,840,214.39705882352942,120,1,3,1.7321428571428572,2,3,21,9,7,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
23,24,0,0,0,0,999999,999999,999999,999999,0,1440,438.6666666666667,240,0,4,1.2666666666666666,1,0,39,13.733333333333333,13,20,1020,395.38461538461536,240,1,3,1.3636363636363635,1,3,24,12.846153846153847,13,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
24,25,0,4,2,2,1,2,2,2,0,3480,544.6666666666666,280,0,98,8.488888888888889,3,0,98,21.333333333333332,15,24,2040,448.2857142857143,320,1,32,4.484848484848484,3,3,51,19.16216216216216,17,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
25,26,1,5,3,4,3,4,4,4,600,2220,1365,1200,2,6,3.25,3,18,43,33.916666666666664,34,780,2160,1356,1200,3,4,3.5714285714285716,4,25,41,32.5,33.5,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
26,27,0,3,1,1,1,2,2,2,0,2160,965.4545454545455,900,0,14,3.8636363636363638,3,0,90,33.40909090909091,32,180,1920,933.6842105263158,900,1,8,3.6379310344827585,3,8,58,33.08620689655172,32,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
27,28,1,14,8,8,4,9,6,6,0,1140,291.11494252873564,197,0,80,7.045977011494253,2,0,81,18.04597701149425,15,40,900,273.0135135135135,212,1,48,5.071428571428571,3,3,48,16.32,15,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
28,29,0,3,1,0,1,1,1,1,60,2100,823.65,700,0,74,9.283333333333333,5,4,62,34.016666666666666,34,140,1760,810.5471698113207,720,2,42,7.529411764705882,5,18,52,34.148148148148145,34,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
29,30,0,1,1,1,999999,999999,999999,999999,0,154,42.523809523809526,42,0,3,0.42857142857142855,0,0,12,2.5238095238095237,3,42,96,59.5,49.5,999999,999999,999999,999999,2,5,3.4,3,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
30,31,0,2,1,0,999999,999999,999999,999999,20,1320,185.49019607843138,80,0,44,1.7254901960784315,0,0,63,10.058823529411764,6,40,620,136.8181818181818,80,1,5,1.7857142857142858,1,1,34,7.822222222222222,6,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
31,32,0,0,0,0,999999,999999,999999,999999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
32,33,0,7,4,5,3,6,5,5,0,655,110.76190476190476,80,0,47,3.5714285714285716,1,0,50,8.738095238095237,5.5,9,280,108.4,87.5,1,10,3.263157894736842,3,1,20,8.064516129032258,6,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
33,34,0,10,3,2,1,4,2,2,0,1540,260.7843137254902,140,0,29,3.156862745098039,2,0,30,12.529411764705882,11,20,1280,199.55555555555554,140,1,12,2.8181818181818183,2,4,28,12.295454545454545,11,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
34,35,1,3,2,1,999999,999999,999999,999999,0,720,195.53333333333333,180,0,20,1.0777777777777777,0,0,20,9.588888888888889,10.5,20,460,187.34177215189874,180,1,3,1.2972972972972974,1,2,15,9.766233766233766,11,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
35,37,5,10,7,7,7,7,7,7,0,460,122.27642276422765,80,0,19,1.016260162601626,1,0,21,7.065040650406504,6,40,280,126.23655913978494,100,1,2,1.2586206896551724,1,2,15,6.761904761904762,6,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
36,38,0,10,3,1,1,9,3,2,0,1980,596.8333333333334,420,0,60,6.166666666666667,3,0,69,24.066666666666666,19,60,1680,566.2264150943396,420,1,20,4.52,3,5,56,23.11111111111111,19,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
37,39,0,3,0,0,999999,999999,999999,999999,0,1800,559.5227272727273,489.5,0,15,2.090909090909091,2,0,58,19.181818181818183,19,120,1380,523.1315789473684,489.5,1,4,1.9375,2,6,35,18.63157894736842,19,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
38,40,0,8,3,2,1,3,2,2,0,2580,605.9690721649484,380,0,35,3.5876288659793816,3,0,52,22.422680412371133,24,40,1860,559.0357142857143,420,1,10,3.108108108108108,3,2,42,23.071428571428573,25,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
39,41,0,1,0,0,999999,999999,999999,999999,60,1680,845.7142857142857,780,0,3,1.1904761904761905,1,3,49,20.428571428571427,19,300,1380,873.75,780,1,2,1.3571428571428572,1,8,34,19.764705882352942,19,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
40,42,0,1,0,0,999999,999999,999999,999999,0,2080,377.0855263157895,260,0,58,3.710526315789474,2,0,41,12.256578947368421,11,40,1300,333.5112781954887,280,1,9,2.669724770642202,2,3,28,11.992481203007518,11,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
41,43,3,8,6,7,4,7,6,7,0,540,212.53012048192772,240,0,21,1.5662650602409638,1,0,26,9.674698795180722,10,40,400,212.3943661971831,240,1,2,1.2765957446808511,1,2,18,9.507042253521126,10,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
42,44,1,17,8,9,2,12,8,9,0,800,125.14814814814815,60,0,11,0.7037037037037037,0,1,28,10.296296296296296,10,20,280,94.54545454545455,70,1,1,1,1,4,18,9.869565217391305,10,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
43,45,1,2,1,1,999999,999999,999999,999999,0,720,231.01754385964912,189,0,71,6,3,0,72,16.19298245614035,12,42,560,227.9591836734694,200,1,17,3.673469387755102,3,4,47,15.387755102040817,12,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
44,46,0,1,1,1,999999,999999,999999,999999,0,660,240.44444444444446,200,0,43,5.177777777777778,3,0,34,18.466666666666665,19,40,580,215.26315789473685,200,1,22,3.864864864864865,3,3,30,18.743589743589745,19,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
45,47,0,1,0,0,999999,999999,999999,999999,60,1020,447.93333333333334,440,0,4,1,1,6,22,14.333333333333334,15,100,999,433.7692307692308,440,1,3,1.375,1,7,21,13.75,14.5,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
46,48,0,2,1,1,1,1,1,1,0,720,206.08695652173913,120,0,8,2.652173913043478,2,0,27,10.173913043478262,9,60,540,197.64705882352942,120,1,6,2.6,2,2,20,10.705882352941176,10,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
47,49,3,4,4,4,999999,999999,999999,999999,0,360,127.91666666666667,120,0,6,1.4166666666666667,1,2,32,14.083333333333334,13,40,320,131.05263157894737,120,1,2,1.5384615384615385,2,4,29,13.69047619047619,13,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
48,50,0,12,4,2,2,10,4,2,0,720,225.82291666666666,180,0,68,5.020833333333333,2,0,76,13.145833333333334,11,20,600,237.64935064935065,180,1,12,3.5970149253731343,3,2,34,12.325,12,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
49,51,1,3,2,2,2,2,2,2,40,220,151.28205128205127,140,0,55,11.897435897435898,2,2,47,20.435897435897434,17,60,200,142.66666666666666,140,1,52,11.866666666666667,2.5,5,40,19.470588235294116,16,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,5.6,2.7,49,51,14.1,13.7,14.2,0,0
50,52,0,5,1,0,1,3,2,2,0,2580,476.57142857142856,180,0,5,1.457142857142857,1,0,45,13,6,60,2160,422.14285714285717,180,1,2,1.3888888888888888,1,1,38,13.214285714285714,7,6,27,0,"2019-10-27 00:15:00",0,0,0,0,0,0,0,0,0,360,9.2,9.2,9.8,0,0
