index,cluster,num_cars_min,num_cars_max,num_cars_mean,num_cars_median,num_cars_min_woo,num_cars_max_woo,num_cars_mean_woo,num_cars_median_woo,int_min,int_max,int_mean,int_median,ocu_min,ocu_max,ocu_mean,ocu_median,car_min,car_max,car_mean,car_median,int_min_woo,int_max_woo,int_mean_woo,int_median_woo,ocu_min_woo,ocu_max_woo,ocu_mean_woo,ocu_median_woo,car_min_woo,car_max_woo,car_mean_woo,car_median_woo,ocu_mean_25,ocu_mean_50,ocu_mean_75,dia_semana,dia_mes,festivo,fecha,eve_3h,eve_3h_g,eve_2h,eve_2h_g,eve_1h,eve_1h_g,vmax,vv,dv,dmax,ta,tamin,tamax,prec,gran_evento
42,42,17,28,22.75,23,19,27,23,23,0,3000,772.3612903225807,600,0,85,12.864516129032259,8,0,82,28.858064516129033,28,80,1900,712.8285714285714,590,2,40,10.692857142857143,7.5,9,52,28.366906474820144,28,15.875,21.256410256410255,32.256410256410255,1,22,0,"2019-10-22 11:30:00",0,0,0,0,0,0,0,0,0,360,11.3,10.4,11.3,0,0
41,42,18,32,26.75,28.5,28,29,28.5,28.5,20,3060,809.658064516129,600,0,84,11.483870967741936,7,3,62,27.45806451612903,26,100,2820,740.1205673758865,600,1,37,9.45890410958904,7,9,53,26.631205673758867,26,14.099173553719009,17.964285714285715,24.46,1,22,0,"2019-10-22 11:45:00",0,0,0,0,0,0,0,0,0,360,11.3,10.4,11.3,0,0
42,42,18,31,25.5,26.5,23,30,26.5,26.5,20,2880,771.1298701298701,560,0,88,12.11038961038961,7,5,68,28.532467532467532,27,100,1920,714.8581560283687,560,1,45,9.717241379310344,7,10,54,28.02857142857143,27,14.87603305785124,18.666666666666668,30.71794871794872,1,22,0,"2019-10-22 12:00:00",0,0,0,0,0,0,0,0,0,360,9.8,9.6,11.2,0.4,0
42,42,20,30,24,23,22,24,23,23,40,3060,818.1125827814569,600,0,87,12.311258278145695,7,4,77,28.52317880794702,26,80,2360,729.6739130434783,600,1,36,9.57857142857143,7,8,50,27.107142857142858,26,14.892561983471074,18.556818181818183,31.157894736842106,1,22,0,"2019-10-22 12:15:00",0,0,0,0,0,0,0,0,0,360,9.8,9.6,11.2,0.4,0
42,42,22,27,24.5,24.5,24,25,24.5,24.5,0,2800,776.2466666666667,610,0,86,13.913333333333334,7,0,67,28.293333333333333,28,80,1980,711.6888888888889,600,1,44,11.343065693430656,7,8,53,27.940298507462686,28,17.830357142857142,22.725,37.31578947368421,1,22,0,"2019-10-22 12:30:00",0,0,0,0,0,0,0,0,0,360,9.8,9.6,11.2,0.4,0
42,42,24,28,26.75,27.5,27,27,27,27,60,3260,788.6923076923077,540,0,73,10.083333333333334,6.5,5,67,27.121794871794872,26,80,2600,697.2957746478874,540,1,39,7.924137931034482,6,8,50,26.517482517482517,26,11.9765625,16.71794871794872,24.7,1,22,0,"2019-10-22 12:45:00",0,0,0,0,0,0,0,0,0,360,9.8,9.6,11.2,0.4,0
42,42,23,32,27.5,27.5,27,28,27.5,27.5,40,2980,804.1078431372549,640,0,83,11.764705882352942,7,3,60,27.823529411764707,27.5,100,2120,713.6847826086956,610,1,35,9.063829787234043,7,9,50,28.097826086956523,28,15.013157894736842,18.210526315789473,28.62962962962963,1,22,0,"2019-10-22 13:00:00",0,0,0,0,0,0,0,0,0,360,10,9.6,10.1,0.2,0
41,42,28,34,30.75,30.5,29,32,30.5,30.5,40,3020,770.3653846153846,560,1,69,11.397435897435898,7,3,53,27.21153846153846,25,100,2460,699.6928571428572,560,1,41,9.182432432432432,7,9,48,26.739436619718308,25,13.61111111111111,18.120481927710845,27.725,1,22,0,"2019-10-22 13:15:00",0,0,0,0,0,0,0,0,0,360,10,9.6,10.1,0.2,0
42,42,21,31,26.25,26.5,25,28,26.5,26.5,20,2980,795.8116883116883,610,0,64,10.766233766233766,8,4,56,27.162337662337663,26,100,1980,736.3405797101449,610,1,32,8.92361111111111,7,9,48,26.964285714285715,26,12.738095238095237,17.307692307692307,25.641025641025642,1,22,0,"2019-10-22 13:30:00",0,0,0,0,0,0,0,0,0,360,10,9.6,10.1,0.2,0
42,42,13,31,25.75,29.5,28,28,28,28,0,2820,832.4415584415584,600,0,97,14.116883116883116,8.5,0,60,29.0974025974026,29,80,2420,775.6231884057971,600,1,52,11.706293706293707,8,9,50,28.574468085106382,28,17.295081967213115,23.571428571428573,35.425,1,22,0,"2019-10-22 13:45:00",0,0,0,0,0,0,0,0,0,360,10,9.6,10.1,0.2,0
